epoch,train_loss,val_loss
1,3.5601145029067993,3.4748144149780273
2,3.434115171432495,3.2815499305725098
3,3.2062764167785645,2.8833155632019043
4,2.793664574623108,2.771730899810791
5,2.775875449180603,2.6721272468566895
6,2.7092500925064087,2.6018521785736084
7,2.513444423675537,2.5673716068267822
8,2.511656403541565,2.5439321994781494
9,2.5102078914642334,2.4781880378723145
10,2.434259295463562,2.4146623611450195
